userid,lat,lng,devtime
8130913389,22.786545,113.900436,2016-1-30 15:37
8130914412,25.745829,112.728119,2016-1-30 15:38
8130914258,31.566439,120.372932,2016-1-30 15:38
8130910443,37.368523,118.433083,2016-1-30 15:38
8130912559,32.915375,117.283066,2016-1-30 15:38
8130913809,26.849463,100.222,2016-1-30 15:37
8130902695,21.669607,108.373566,2016-1-30 15:38
8130914700,43.776276,87.600014,2016-1-30 15:37
8130902461,21.64072,109.201698,2016-1-30 15:38
8130914900,37.447678,106.664665,2016-1-30 15:38
8130913053,33.694603,117.793816,2016-1-30 15:38
8130914430,28.462269,110.402336,2016-1-30 15:38
8130910915,40.737751,111.67067,2016-1-30 15:36
8130914812,41.711418,86.248116,2016-1-30 15:36
8130911009,40.118076,106.78978,2016-1-30 15:38
8130913516,23.050926,104.175903,2016-1-30 15:36
8130912319,25.790968,104.933998,2016-1-30 15:37
8130914919,37.592266,107.581947,2016-1-30 15:37
8130913359,22.564993,113.156715,2016-1-30 15:37
8130914864,34.298725,108.922417,2016-1-30 15:37
8130913103,33.259186,115.357018,2016-1-30 15:38
8130912770,33.358101,117.906136,2016-1-30 15:38
8130914073,34.372196,119.807098,2016-1-30 15:37
8130912527,26.403315,106.741867,2016-1-30 15:37
8130911365,41.665943,122.120583,2016-1-30 15:37
8130913891,34.808865,113.691048,2016-1-30 15:37
8130902570,22.934519,106.739464,2016-1-30 15:38
8130914276,31.623524,120.365349,2016-1-30 15:36
8131007182,38.45105,106.347168,2016-1-30 15:37
8130913847,27.283911,100.256935,2016-1-30 15:38
8130914672,44.161301,88.627281,2016-1-27 0:51
8130912450,38.529388,116.213615,2016-1-30 15:37
8130914226,34.352417,117.94812,2016-1-30 15:38
9150713135,23.452139,113.181465,2016-1-30 13:54
8130910109,37.719982,115.719231,2016-1-30 15:36
8130912859,30.643791,118.977547,2016-1-30 15:38
8131007488,37.593025,117.332314,2016-1-30 15:36
8130914214,34.876663,119.101616,2016-1-30 15:37
8130902558,23.75482,108.012199,2016-1-30 14:06
8130914655,41.740242,86.16748,2016-1-30 15:37
8130913776,27.842127,99.704216,2016-1-30 15:36
8130911594,41.809231,123.350082,2016-1-30 15:38
8130902791,24.487989,108.628197,2016-1-30 15:36
8130913320,26.462774,114.778351,2016-1-30 15:38
8130911183,39.672031,106.814064,2016-1-30 15:38
8130912534,28.490498,108.53212,2016-1-30 15:37
8130910512,38.499523,106.161636,2016-1-30 15:37
8130914811,44.305717,86.075531,2016-1-30 15:38
8130914853,33.826954,118.088348,2016-1-30 15:36
8130911364,39.54911,122.182381,2016-1-30 15:37
8130914457,26.993902,111.270966,2016-1-30 15:36
8130913277,23.007666,113.394547,2016-1-27 0:50
8130914391,27.544935,111.607597,2016-1-30 15:36
8130914295,31.463726,120.438019,2016-1-30 15:38
8130913857,21.701981,100.056984,2016-1-30 15:36
8130914037,31.866148,120.545334,2016-1-30 15:38
8130913929,31.273743,120.596718,2016-1-30 15:37
8130913353,22.929123,113.216499,2016-1-30 15:36
8130913532,29.149641,105.369919,2016-1-30 15:37
8131007379,33.392212,120.078568,2016-1-30 15:38
8130911093,40.529922,106.63755,2016-1-30 15:38
8130910503,38.458767,106.242218,2016-1-30 15:37
8130914415,25.675014,112.730865,2016-1-30 15:37
8130913263,26.365723,110.315636,2016-1-30 15:37
8130913371,21.889269,111.972946,2016-1-30 15:37
8130914261,34.708607,112.649353,2016-1-30 15:37
8130914287,31.553995,120.407036,2016-1-30 15:38
8130914259,31.61841,120.356384,2016-1-27 0:50
8130913393,26.942543,113.857635,2016-1-30 15:37
8130913280,23.036547,113.151466,2016-1-30 15:38
8130913305,25.406618,119.060051,2016-1-30 15:36
8130912828,31.904728,117.3228,2016-1-30 15:38
8131007769,34.270538,119.21138,2016-1-30 15:35
8130914370,28.283367,112.972282,2016-1-30 15:38
9150120336,26.604382,110.993752,2016-1-30 14:17
8130914217,33.909702,117.94902,2016-1-30 15:38
8130910433,35.115093,119.3116,2016-1-30 15:36
9150310565,43.822468,87.587486,2016-1-30 15:00
8130912549,27.124758,108.734352,2016-1-30 15:38
8131007566,37.667938,112.75528,2016-1-30 15:36
8130912482,38.270813,109.754784,2016-1-30 15:38
8130914260,31.664909,120.354668,2016-1-30 15:37
8130914911,30.721397,104.537399,2016-1-30 15:36
8130912554,33.268047,116.558884,2016-1-30 15:38
8130913300,33.714016,113.487213,2016-1-30 15:37
8131007574,35.033161,110.97287,2016-1-30 15:38
8130914917,37.599083,107.583084,2016-1-30 15:37
8130910900,46.489746,122.07,2016-1-30 15:36
8130914758,44.296349,86.072487,2016-1-30 15:38
8130913515,25.003632,102.789986,2016-1-30 15:38
8130912309,25.668434,105.319054,2016-1-30 15:37
8130914452,26.7271,110.625969,2016-1-27 0:51
8130913582,26.228413,104.091515,2016-1-30 15:37
9150609003,26.731014,106.661285,2016-1-30 15:38
8130913282,29.329659,111.032204,2016-1-30 15:37
8130912531,26.633101,107.517181,2016-1-30 15:38
8130910907,44.854904,121.921852,2016-1-30 15:37
8130914230,33.921688,117.904099,2016-1-30 15:38
8130913852,24.880266,104.310982,2016-1-27 0:51
8130914904,37.965931,109.277031,2016-1-30 15:37
8130913545,23.035448,99.842834,2016-1-30 15:36
8130912524,26.58518,106.653267,2016-1-30 15:37
9150310906,29.667341,91.158485,2016-1-30 14:56
8130913546,24.900457,102.950897,2016-1-30 15:37
8130914921,37.591095,107.583931,2016-1-30 15:38
8130913014,33.253418,116.573082,2016-1-30 15:38
8130910156,38.098087,114.46212,2016-1-30 15:37
8130913521,38.024345,116.285118,2016-1-30 15:37
8130913061,33.147945,115.622116,2016-1-30 15:37
8130913068,33.400017,117.347847,2016-1-30 15:36
8130913017,33.258572,116.567383,2016-1-30 15:37
8130914860,34.211971,108.951736,2016-1-30 15:37
8130913754,25.014666,103.728149,2016-1-30 15:37
8130913945,31.826969,111.351318,2016-1-30 15:37
8130911746,34.439846,103.984497,2016-1-30 14:43
8130913561,26.356531,104.557182,2016-1-30 15:37
8130914464,29.371569,113.134033,2016-1-27 0:51
8130910908,46.908234,122.098686,2016-1-30 15:36
8130914927,34.397587,113.763901,2016-1-30 15:37
8130912922,24.730463,118.63652,2016-1-30 15:24
9140910036,36.571106,101.865715,2016-1-30 15:43
8130913606,26.248573,104.097885,2016-1-30 15:37
8131007449,38.246113,114.226036,2016-1-30 15:38
8130913889,32.190868,111.491501,2016-1-30 15:37
8130910032,38.026638,114.54467,2016-1-30 15:36
9150120650,27.859339,105.183319,2016-1-30 15:38
8130902492,32.336525,112.965469,2016-1-30 15:37
8130914524,33.309223,115.20697,2016-1-30 15:37
9141226508,34.820232,114.810616,2016-1-27 0:23
9150921338,25.237789,103.064087,2016-1-27 0:51
8130913569,24.944765,102.696182,2016-1-30 15:36
8131109926,26.767715,111.576447,2016-1-30 15:37
9141027050,31.500658,114.742851,2016-1-30 14:12
9150717018,21.895985,110.068436,2016-1-27 0:51
9141024060,28.483501,108.646584,2016-1-30 15:22
9150921498,34.860008,105.669334,2016-1-30 15:27
8130910780,43.83633,87.648933,2016-1-27 0:51
8130913970,30.819784,110.97435,2016-1-30 15:37
8130912126,35.1619,118.249535,2016-1-30 15:37
8130911782,35.63184,103.20298,2016-1-30 15:36
8130912536,26.521109,106.702187,2016-1-30 15:37
8130913633,28.231886,103.635986,2016-1-30 15:38
9150712558,27.075966,105.97377,2016-1-30 15:35
9150820001,29.081844,105.335884,2016-1-30 14:15
9150827272,28.882877,107.610252,2016-1-30 15:37
8130902843,22.698879,109.272583,2016-1-30 15:38
9150312343,42.816158,93.51265,2016-1-30 15:37
8130914273,31.551432,120.36615,2016-1-30 15:37
9141023318,22.78105,114.445465,2016-1-30 15:12
9150827098,26.151409,104.530319,2016-1-30 15:34
9150712365,23.991329,104.651634,2016-1-30 15:38
9141226215,23.041929,113.912468,2016-1-27 0:50
8130913832,25.597166,100.251648,2016-1-30 15:36
9150813097,30.617414,110.325768,2016-1-30 15:37
8130912316,27.121283,104.725151,2016-1-30 15:38
8130914091,34.75119,117.204865,2016-1-30 15:37
8130911786,35.778404,103.212883,2016-1-30 15:37
9150713051,33.385448,115.103569,2016-1-30 15:37
9141120255,22.998304,113.56562,2016-1-30 15:40
8141313185,23.199816,113.735619,2016-1-30 15:37
9141023131,35.141933,119.308418,2016-1-30 14:55
9150309226,32.527786,117.652481,2016-1-30 15:31
9150828341,26.305111,107.5084,2016-1-27 0:08
8131007575,34.184658,105.188049,2016-1-30 15:36
9150827360,26.699297,115.14772,2016-1-30 15:21
8130913894,31.778194,111.849365,2016-1-30 15:37
8131007553,41.088181,120.281532,2016-1-30 15:37
9141104653,22.619419,114.115601,2016-1-30 13:46
9150731382,31.204609,107.455284,2016-1-30 15:37
8130910121,39.776642,116.350685,2016-1-30 15:34
8130914503,30.935194,108.342499,2016-1-30 15:38
8150925634,31.156521,114.9729,2016-1-30 15:42
8130913967,31.182468,114.995102,2016-1-30 15:36
9150310012,25.046314,98.501648,2016-1-30 15:36
8130911533,41.597797,126.249466,2016-1-27 0:31
9150813506,30.669426,104.055733,2016-1-30 13:12
9150803170,18.249741,109.498535,2016-1-27 0:51
8130912671,30.576742,114.031181,2016-1-30 15:37
8130913926,31.035757,110.386414,2016-1-30 15:37
9150609394,27.802759,114.39312,2016-1-27 0:33
8131007946,36.013115,103.818199,2016-1-30 15:37
8130914523,24.889874,118.666382,2016-1-30 15:37
9150612130,46.731709,82.993149,2016-1-30 15:37
8130913443,25.880024,112.078796,2016-1-30 15:37
8130913244,22.900616,113.802818,2016-1-30 15:36
8130913463,22.989281,114.718132,2016-1-30 15:37
8130914705,41.742634,86.172935,2016-1-30 15:37
8130913425,22.736103,114.511864,2016-1-30 15:37
8140119566,22.58437,114.130363,2016-1-30 15:41
8131007346,35.250778,117.994385,2016-1-30 15:37
9150806582,25.078897,104.927719,2016-1-27 0:51
9141024528,37.678345,102.857597,2016-1-30 15:12
9150803068,39.886406,116.116615,2016-1-30 15:37
8130912990,30.62933,118.982018,2016-1-30 15:37
8131009160,37.516418,105.18895,2016-1-30 15:37
9150109454,28.958454,114.112648,2016-1-30 15:24
8130913333,22.964367,113.951836,2016-1-30 15:37
9150713264,39.832722,114.579369,2016-1-30 15:37
8130913440,23.000328,114.621552,2016-1-30 15:37
8130913433,22.875198,114.470833,2016-1-30 15:37
9150924188,32.680279,109.009285,2016-1-30 15:42
8130913411,23.048262,114.342918,2016-1-27 0:51
8130913414,23.087313,114.441719,2016-1-30 13:59
8151024130,36.057739,103.790848,2016-1-27 0:51
8130911858,35.668652,114.695114,2016-1-30 15:36
8131008547,43.897301,81.308983,2016-1-30 15:37
9141226483,31.825647,117.300102,2016-1-30 15:37
8151122581,36.10775,103.705254,2016-1-27 0:51
9141024251,26.239744,109.128815,2016-1-30 11:58
8151120175,40.135845,124.392166,2016-1-27 0:51
8131110179,36.059792,113.819199,2016-1-30 15:19
9150312065,40.891682,80.284882,2016-1-30 15:37
9150711039,40.812824,107.459663,2016-1-30 15:37
9150609881,35.351055,115.819214,2016-1-27 0:27
9150712422,35.594276,115.970047,2016-1-27 0:28
9150610326,22.225578,113.282501,2016-1-30 14:34
9150126267,29.229546,103.1791,2016-1-30 15:30
9150810184,41.708389,114.147514,2016-1-30 15:37
8131109014,36.065826,103.867317,2016-1-30 15:38
9150612145,34.336056,106.165016,2016-1-30 15:29
9150803397,26.491495,106.70623,2016-1-30 15:37
9141104174,37.839603,113.59037,2016-1-27 0:11
9150528614,31.011145,121.602867,2016-1-27 0:51
9150810268,23.354647,103.397797,2016-1-30 15:37
9141024330,29.02342,114.591934,2016-1-30 15:37
9150712680,26.28694,107.526299,2016-1-30 13:21
9150309244,28.640285,115.880547,2016-1-30 15:36
9141225046,23.221935,113.471001,2016-1-27 0:51
8131007527,35.56427,118.818367,2016-1-30 15:37
